sid	uid	class	text
248637158435459000	322775771	objective-OR-neutral	#FLEXTHURSDAY !! DIS THURSDAY!!!!!wit @FLEXCREWgotti @DA CROWS NEST WE CALLN OUT DA WHOL SOUF KUM KICK it Wit #PINKCITY!..
250904345376350000	195893284	positive	Hope to see you at our Social Media Week event in Glasgow tomorrow. http://socialmediaweek.org/blog/event/distrify-crowd-distribution-and-sea-wall/�Â� �â��¦ #smwfilmcamp
264201666834870000	513575787	positive	I find it funny that this is the 5th year in a row that Brad Paisley and Carrie Underwood have hosted the CMAs
198928151122936000	366166450	neutral	Hold up!! I can't make plans for tomorrow.. tomorrow it's game time.. 3:30pm >.> Knicks vs Heat..
263007838090195000	552462422	neutral	Jennifer Aniston & Drew Barrymore: Fill In The Blank!: At the 2012 LACMA Art  Film Gala on Saturday, Jennifer A... http://adf.ly/EA617�Â� 
243533744164729000	240332927	positive	Tomorrow I plan on playing BlackOps Zombies, Gears3, and maybe MW3 all day thanks to my 2day LIVE code. Anyone down for some gaming?
211605327265808000	527694662	objective-OR-neutral	(Even the Spirit of Vengeance thinks you two should wed.)
264221010935558000	67570505	negative	If BARACK OBAMA CARED 4 the people of NJ he would lift UNION BAN like George Bush did 3days after KATRINA. #sandy #October failed leadership
264203022421332000	106277474	neutral	Can someone bless with Mr wattecamps hw tomorrow
264084520108708000	367779823	negative	This time tomorrow, @Jas_Stringer and I will be well on our way to Starkville for a sick weekend...the USM game is going to be atrocious.
263937482222076000	390301790	negative	dont get paid till saturday but im going traffod centre tonight, cba
258472909322994000	420021968	objective	Check it out!! Frobisher Says! is Free for PS Vita October 23rd: Posted by Don Mesa // Director, Product Plannin... http://adf.ly/DlYy3�Â� 
253669611592102000	70402201	objective-OR-neutral	PlayStation Vita | A Free-to-Play RPG Worth Playing, Landing on the Vita in Early 2013 Picotto Knights may be http://l.gamespot.com/QIFnVq�Â� 
244671808803070000	225095222	objective-OR-neutral	My official bday weekend kicking off party Friday Sept 21st @ Club Bodi and going out with a bang Grand Finale @ ... http://tmi.me/wFIwe�Â� 
238168368019022000	70407676	positive	Ghost rider 2 was good but it was super trippy. 1st one is better.
258062676557722000	262473877	objective-OR-neutral	This Thursday at Backstage Live #piercetheveil with my baby<3
263757248482910000	561768459	positive	I can't wait to cruise Walgreens tomorrow for all the half-price avatars. #LOVEMEEEEEEEEE
264217152553378000	629059435	objective-OR-neutral	Spending quality time with katherine louise and mileys smiley! Katie leaves indiana tomorrow. #sadtweet #gonnamissher #sad #gonnacry
192385231666418000	125466639	negative	Khader Adnan may be released, but the struggle continues. 1,600 Palestinians are on an open ended strike as of today to mark prisoner day.
227542900857242000	162062366	objective-OR-neutral	#StLucieMets honoring the late Gary Carter this Thurs in game vs Lakeland. Carter's family, HoJo will be in attendance. @Mets #Mets
224297867936940000	289134478	positive	Happy Birthday to the one and only Josh Bradley! MWAHAHAHA! haaamaaazing! May birthday ang character ni David XD #NanditoAko
258780294990156000	367310040	positive	Act of Valor was just as good the 2nd time watching it
261754577408364000	151504359	positive	@colin_kazim08 I would really love to get a PS Vita. My sisters 16th is coming soon and she would be overjoyed if she gets one. #CKRComp
264228330583228000	111521797	objective-OR-neutral	Friday starts with playing Smells Like Teen Spirit - Nirvana #CLT
244663521697223000	23092232	positive	I've always liked the Sun Devils they have great representation on Girls Gone Wild
248970917244465000	192220647	positive	Big L may be my favorite artist right now. Even tho he gon. RIP
239814448645296000	154496210	positive	Good day eventing today with a win on Endymion entrechat an a 5th with viscount Oscar! very early start tomorrow for event #2 in Hampshire
264139033553297000	218790403	objective-OR-neutral	so evelyn is giving me until saturday to tell my parents or else she'll tell them. ugh. i just haaad to tell her..
263667117981835000	171191147	objective-OR-neutral	@FrankMaloney Chisora? Or will he not have it? Once this 3rd defence is done and he owns the belt outright will he move up in class then?
263722500863713000	875957876	neutral	@ThijmenK You may want to contact Sony at http://bit.ly/W7xAF8�Â�  or we can post a question on MS Community for you. Let us know! ^NY
263868204617699000	295222263	neutral	'Now Behold the Lamb, the precious Lamb of God, born in2 sin that I may live again, the precious lamb of God'
264096814926528000	34346792	objective	The cast & crew of #TheCuriousSavage! See it here at ASH November 16 & 17! #FallPlay #ThespianGazelles http://instagr.am/p/Rf-23by8uU/�Â� 
264167031975334000	437930126	objective	Win tickets to see Manchester City v Ajax with Ford!: Source: http://www.dailystar.co.uk�Â�  --- Thursday, November 0... http://bit.ly/YabgZH�Â�  #MCFC
263323620036735000	14650890	negative	Is this CiF piece meant to be funny? I mean, other than in the unintentional sense of being ironically humourless http://www.guardian.co.uk/commentisfree/2012/oct/30/how-funny-twitter-austin-mitchell�Â� �â��¦
263338193968038000	26062495	negative	A 19th journo murdered in Somalia / Tokyo 2020 unveils stadium design rivals/ Why Madrid says it needs 2020 Olympics / http://tinyurl.com/5sbv33m�Â� 
263296721243750000	120468515	neutral	We are playing a one off hip hop based set without Danny this Saturday at Plan B, Brixton, alongside the Dub Ratz... http://fb.me/1F2xD0Xtr�Â� 
264115167929975000	43621755	positive	Nirvana reflexology spa may have just saved my foot today ... I highly recommend http://nirvanareflexologyspa.com/�Â� 
263936487266070000	40548944	negative	Fireworks go on sale tomorrow. I'm sorry, but after experiencing Independence Day in the States, NZ fireworks can't impress me at all.
251387591365100000	161308987	objective	At the Vitali Klitschko party UDAR meeting in Odessa, near Potemkin Stairs. 27 Sep 2012 http://twitpic.com/ayvhae�Â� 
263324168785912000	347284853	positive	remember that one time in the 4th grade when i loved The Parent Trap so much that i gave it up for Lent....
247880338469179000	165547317	neutral	Ron Jaworski is missing from the Monday Night booth. Liam Neeson stars in Taken: 7
258310410577523000	325168826	negative	Im so tired that Zulu is the 1st word that pops in my mind
264014887066415000	297380362	positive	Our 1st XI went through against Liverpool 4th XI with a 2-1 victory AET thanks to an extra time winner from Man of the Match @DanielWalsh6
263882108680954000	337991139	negative	Tough one tonight for the boys. Played hard but came up short with a 4-1 loss with an ENG. Davies scored the lone goal. La Ronge tomorrow
236311508982825000	28570014	positive	@SteveCarell i'm having king cake for my birthday tomorrow. I can't wait. It's the best part of getting older
217230275896295000	305444622	objective	Top Five Holidays for side chicks. 5) President's Day 4) Day after Valentine's Day 3) Black Friday 2) April Fool's Day 1) Groundhog's day
263651602072760000	466941744	objective-OR-neutral	I'm Volunteering at the 8th grade Construction Rodeo!!!!
198492338144805000	184258682	positive	Strangely, National Margarita day is Feb 22nd. Think we'll celebrate tomorrow anyway. Happy #CincoDeMayo!
261360146339492000	37619827	positive	Watching last night's #redeye - the @Gavin_McInnes hipster may just be the greatest character since Stevie on Eastbound & Down!
203645662078841000	399290541	objective-OR-neutral	[Today 5/19]Gag Concert is back with Eng Sub! Kick off your sat morning with laughter!
240966419947340000	29100520	positive	Gerald Green will show on a good team that he's more than just a dunker. Kid can do it all. 2nd biggest surprise behind JLin #NBArank
260954930079211000	32473230	objective	To go to Astrology night tomorrow or to not go to Astrology night tomorrow. That is the question.
251138705786556000	384597345	objective-OR-neutral	The songs I want to hear most on sunday are Rella, La Bonita, Radical and 50
261096410466906000	180497286	neutral	Catch @johnvoce in The Gloaming Live! at Leicester Square Theatre on the 25th & 28th http://leicestersquaretheatre.ticketsolve.com/shows/873483869/events�Â� �â��¦
229401563830043000	5912962	neutral	@CJCherryh Screen shot from the 3rd ep. of THE FINDER. I think someone thought it was a romance novel: pic.twitter.com/CayczEQI
263068873937519000	134293562	neutral	Such a tough choice... Ghost Rider or Friday the 13th..
262558963814498000	33395114	positive	Meet the Amazing Race Philippines contestants. Watch it on TV5 starting tomorrow. I am excited for this show. http://yfrog.com/h7ca5qkj�Â� 
255331028581888000	41476062	neutral	I'm going to Keller Williams at Neighborhood Theatre in Charlotte, NC - Dec 28 http://bnds.in/PjwRNZ�Â� 
264212833670136000	423000123	objective-OR-neutral	I wanna go buy new Vans just because I'm going to @ilovetmills 's concert on November 17th. <33
264235383498355000	102587745	objective	idk if its still thursday in Hawaii since its friday here but heres a #TBT play it for the homie one time!! http://fb.me/1t661aETv�Â� 
263926212332757000	36232876	objective-OR-neutral	We're going to Bali tomorrow lol pic.twitter.com/55XLqiZv
264244275452199000	169763364	objective-OR-neutral	MAYBE. i'll text you tomorrow Lauren lol i get queasy giving blood. we'll see....
260485400345326000	191590676	positive	I still want that Birthday Cake remix that I wanted on Saturday...
263491194724680000	26651170	neutral	LOLOL! Aunt: so what happen with you and Mike? You guys aren't together? Me: WTH! Who told you? Aunt: c'mon Evelyn, FACEBOOK!
224102818594832000	36026999	positive	It's Josh Bradley's birthday tomorrow. So what time is the party? LOL
251692269424484000	202670194	objective-OR-neutral	A script by the Coen brothers. Alan Rickman naked. Just a few of the things going for 'Gambit' (out Nov 21st).... http://fb.me/uJLyFz51�Â� 
264146781972083000	167170782	negative	Why is my mind doing this to me? 1st I think about Max and how he always knows when I'm sad and now I think about what happens when he dies
172472887779918000	346826218	positive	In honor of National Margarita Day come and enjoy $3 Margarita's, and the usual wednesday specials $1 drafts and free food buffett!!!
263875964356932000	50879222	positive	"Twitter: ""We found someone you may know on twitter! Kevin Rudd @KRuddMP - Federal Member for Griffith."" http://bit.ly/Mi4Y6q�Â� . #straya"
264144670576243000	22876775	objective-OR-neutral	The MetLife blimp was flying over Starkville, MS today. Probably getting ready for the MSU game Saturday.
264054694324867000	776598721	positive	Friday - Yearbook ordering deadline! Your child is going to want one of these, and they are so easy to order online: http://www.respto.com/yearbook/YearbookSales.html�Â� �â��¦
258200094497731000	410647886	positive	ROBERT PATTINSON paid tribute to his BEL AMI co-star UMA THURMAN as he presented her with an award at the 19th Women In Hollywood ce...
261506907230044000	148573629	negative	@DudWithNoZah Akin and Murdoch are scum, but rape jokes aren't much better brah. They may just be just a (cont) http://tl.gd/jp55gv�Â� 
264229123226997000	503382914	positive	The nicest teacher in the world (Mr. Rocha) gave us an extra day for our hw and I still didn't do it!! Guess who's waking up early tomorrow.
247907400206676000	501128500	objective	I'm in North Carolina with @TartanTerrors. We play at Elon University tomorrow!
262458471759376000	191408681	objective-OR-neutral	-10 in the last round. Started the day at tied 7th place ended up winner. Nick Watney.
219078361727762000	404166823	objective	@NJROD Here are the official settings for Gears3 for July 21st. Execution maps- checkout no swaps, clocktower swap out boom for digger and
247667123596452000	40546271	neutral	Elon University's colors are maroon and gold. We want to see some green, white and orange tomorrow at 7:30. http://ow.ly/d6bnh�Â� 
260105220388970000	269453386	positive	I'm all for 2nd Amendment rights but it would be nice to make Machine Gun Kelly illegal
244714403889557000	76437836	negative	Vitali Klitschko stopped Manuel Charr in the fourth round to retain his WBC world heavyweight title Saturday night. #eotpro
263124089026257000	74574143	negative	I just came back from Mexico city... I will fail 2 subjects for not going to school for a week. If Rih comes to Mexico in the 14th. OMG...
262420080053342000	854794502	positive	Paparazzi is a filipino showbiz oriented talk show that airs every sunday on TV5. Get the juiciest and freshest... http://fb.me/2owKRFrdr�Â� 
258935609308099000	6107552	objective-OR-neutral	"HD clip of @primus knocking ""Southbound Pachyderm"" out with valor at @FMKirbyCenter Tuesday night. cc @WillBeekman - http://youtu.be/IeFUixBnDS8�Â� "
264174186279350000	317208333	positive	10 PS4 launch games wed love to see. These are our hopes & dreams Sony, be gentle with them: OPM: A new... http://bit.ly/YajmSc�Â�  Postters
259490394914574000	243798155	objective-OR-neutral	In my 2nd season in MyCareer, and the Jazz have Maggette and JR Smith starting... NO NO NO, WTF IS THIS?!?
262749339091350000	300738664	objective-OR-neutral	Sunday's golf roundup: Nick Watney flirts with 59, rallies to victory: By Associated Press Comments Nick Watney ... http://bit.ly/UXhJaN�Â� 
252342043693679000	11849832	objective	With Enrile finally speaking up, Alfie Anido's Wikipedia page may now be revised with citations. http://newsinfo.inquirer.net/279810/alfie-anido-mystery-death-according-to-enrile�Â� �â��¦
257835231258759000	425922585	positive	@jasonmarkcook Great to meet you Sat. If you're free Weds 24 Oct 9pm for our residency: Leicester Square Theatre, we'll sort you a comp. x
264118390191440000	329137987	negative	Wish I was going to the rodeo tomorrow night with everyone :( stupid surgery
253037392292876000	476164649	objective	Bloodbeast returns to the stage with Killatoria and new act Predomination. Join them this Friday at Black Dahlia.... http://fb.me/29Ejc1IoC�Â� 
264073758120223000	56480353	negative	i can talk about Malcolm X all day... like when i got kicked outta school in 8th and 9th grade for being too radical about Black Panthers
264175058812019000	25913614	positive	Mee& my grandpa are going to the rita game tomorrow #CutiePies
259674840234078000	726961488	neutral	I watched Act of Valor last night and let me just say that a man that can shoot a gun may or may not score extra attractive points...
213647591127269000	332078213	objective-OR-neutral	Me & Amanda going to New Orleans in February for Mardis Gras <3333
263330728530559000	199434133	objective	Haye waits on Vitali decision - David Haye will find out in December if a possible fight with Vitali Klitschko can g... http://ow.ly/2sWFbJ�Â� 
260493298202980000	151508714	positive	"Tomorrow, the Jimmy Donn ""Eastbound & Down"" pre-order begins. Only 100 Pre-Orders will be available. And it's a pretty sick combo pack!"
264057118682935000	20138342	positive	@EmmaBanfield4 lol! Jason & Ethan went Tues & thought it was good. I didn't fancy going & Cole was out all day & nite with Archie! #loner
263983521956250000	237990352	negative	Ignored again Man C v Ajax ITV Tues, Celtic v Barca SkyS2 Wed, @ITV sort it out ya fuds
263700963683103000	743865522	positive	Rodeo Miami named Rodeo of the Year for the 3rd straight year! Congrats to the Rodeo Miami Team! http://fb.me/281l434Iz�Â� 
218703125064851000	322048467	objective	President's day is over, duty will resume tomorrow, see you all guys at Cafe Juan
238778766879490000	136319363	neutral	RT@angelpike: Call the hospital in Iqaluit & press 2 for English. Every Cdn should experience hearing an aboriginal language as 1st choice
264229925786096000	856777526	negative	The heat is gunna kill the Knicks tomorrow
200595235984785000	16868098	objective-OR-neutral	T-G News: Normandy post office saved: The U.S. Postal Service announced a plan Wednesday that will keep the Norm... http://bit.ly/Lp9KM5�Â� 
261813380975833000	884221279	negative	@bpshow bill, Murdoch may have apologize for saying what he said but he hasn't changed his view on the matter.
263860080682889000	21064128	neutral	@chrissyteigen I'll be at LAX tomorrow. If you're still there I'll bring In N Out
264032210066231000	159966117	positive	Congratulations to the Jurupa Valley Jaguar Water Polo Team. Placed 2nd in league and have a chance to go and do something in CIF.
264237968959623000	574698222	negative	I can't believe the 3 important people in my life are going to Hawaii Friday without me
264228721806963000	46590325	positive	Got a bit of sun today! cant wait to tan tan tan! NZ weather i love you ;)
263128676550455000	338177738	positive	Knicks vs heats friday its going down
232415485512253000	103268829	positive	If @TheRock wins the @WWE Title at #RoyalRumble, then he would have to defend it in his 1st ever Elimination Chamber match.
183850353312268000	428322107	positive	Well, I haven't done any homework in the past hour, BUT, I do know the lyrics to #forevermore , WYA and Nandito Ako by heart now. :)
233702814717710000	238325886	positive	Check out the performance these brave youngsters did one Saturday morning at Sylvia Park. This is truly a great... http://fb.me/2atmMKtOK�Â� 
263689861972771000	100384559	positive	@RoMaNiSta_8 after the game on Sunday I expect Roma to be even more determined that they otherwise would be
233444711128527000	458398831	negative	Ramdev's jailed aide's pic with freedom fighters at Ramlila: New Delhi, Aug 9: Controversy erupted at the... http://bit.ly/MAvhWY�Â�  #india
256770612230492000	129924566	objective-OR-neutral	@jackwilliams89 @akerr0 they hold 4 titles. There are loads out there. But thy hold the four highest regarded. Nd Vitali may retire soon...
264191798392545000	27720040	objective	The fact that after I tweeted that, Max the dog sat on my cold left-out foot...
262234426996576000	16581311	positive	Tonight, I roast a chicken. Tomorrow, I make chicken soup. Love my job but wish I could cook for social justice.
262241327759102000	98874193	objective-OR-neutral	Birmingham's Zulu's took 800 lads to Leeds today. Celebrating 30th Anniversary of the Zulu's. Bet that was an eventful day then.....
258709908923503000	14217022	neutral	Day 3 Raspberry Pi winners!! Come back tomorrow for the last chance to win 2 more! #OpenStackSummit #DreamCompute pic.twitter.com/EB7DlYl6
260566368259293000	446623716	positive	Bomb Squad bake sale Thursday the 25th !!! Don't miss out.
263989671833522000	55838641	neutral	Sat in bed Edith is on in the background and I still have a face full of white and I'm still in my clothes from last night. STANDARD.
262458226568733000	712405182	objective-OR-neutral	OMG ! 'Orphan' is going to be watched in Tv5 tomorrow after 'The Amazayn Race Philippines'.. GET READY MONDAY, IMMA COMING ^___^
263927868046844000	97031860	positive	Lemon drizzle cake man gave me a free latte, and it's possibly the best latte I've ever had. I'll be back tomorrow to give him all my money.
264048763537072000	81176548	neutral	Given up on work for the night, really CBA! Know I'll be able to concenttrate better tomorrow anyway. Plus I'd rather talk to @DJYuzi now!
263926735278588000	278954486	negative	RdM seriously believes last night proves Sunday's defeat was unjust? If anything, I'm surprised our first XI didn't twat you on Sunday.
171315670653481000	173183813	positive	Khader Adnan is a hero, he's the Palestinian spring and hopefully the spark of a 3rd intifada. #KhaderExists
256416015473320000	506323967	negative	Speaking of King cake, the 1st time my mom had some, she ate the baby. Got stuck in her throat and she had to got to the doc to get it out.
230616544844075000	24660392	objective	Packing for Italy - starting with Arena di Verona tomorrow then heading to Cesena, my hometown. Piadina Romagnola... http://fb.me/12VHqiK4g�Â� 
199683222207070000	391106101	objective	"1st episode of Careless World TV from Europe is on Facebook, make sure to give it a ""like"" - http://bit.ly/ITu2K0�Â�  #TeamTyga"
245245023883514000	98990216	positive	Dethklok, All That Remains, and Black Dahlia Murder in November? I can dig it!
248656511545524000	17773964	positive	Playstation Vita will receive great additions and games: As you may have seen with our previous blog post on the... http://bit.ly/T6RQFm�Â� 
252075399406834000	199142893	neutral	I can't help but wonder while at the Washington Monument why they didn't utilize the grounds to create a huge sun dial pic.twitter.com/9ftNKtms
262876088743633000	497230843	positive	Can today already be over with? I am ready to go to Murray State tomorrow!!! #CollegeVisit :)
243848916418822000	453334818	objective	Presidents Day is this coming Sunday (9th) at the Windmill starting at 1pm. Arrive at 12.45 for pairs to be drawn - all Members welcome.
224156836037804000	69821270	neutral	Will take a photo eating halo halo tomorrow and will send it to @archuletaphils ! For Josh Bradley's birthday!
251965883914785000	76359660	positive	Enjoyed watching the people working out during the tour of #technogymvillage in Cesena, Italy. Workouts for attendees tomorrow.
263521996187529000	384713900	objective	@sbsondemand Bring Italy movie called 'TOMORROW' back on SBS, about 1997 earthquake film.
264252785657278000	395625118	objective	Catch me up there on lemon and hermosa after saturday at the new pad
244707217130009000	118302332	positive	@youngmensociety See you guys on the 6th of October in Bathurst along with Stan Walker. Can't wait!!! :D
264202963264872000	329213773	positive	I think @TylerMedeiros should come back to Calgary. Saw him in September and yeah, he's hot. I love him. <3 #nuffsaid #comeback #love
241515071879139000	425710026	objective-OR-neutral	Next big day of the year is Presidents Day. The revised date is now the 6th October. Details of the competion... http://fb.me/1JXzxSDth�Â� 
259807219988718000	93560217	objective-OR-neutral	Little blurry but this is the crowd I play for every Thursday at Plan B with Madison's hottest DJ, Brook Bartels http://fb.me/1XFOPdQUj�Â� 
262169036786381000	161919573	negative	Simon Crean still can't support the way Kevin Rudd was spilled from the role of PM - Herald Sun http://dld.bz/bQAVH�Â� 
264103323584590000	185188211	neutral	Cba for tomorrow just want tomorrow night and Saturday night
250632373471957000	30814423	positive	Social Media Week is right now! Can you tell I'm excited? #SMWVAN I'll be at the @BCAMA event tomorrow, see you there! http://www.chicagonow.com/get-employed/2012/09/social-media-week-%e2%80%9cthe-changing-face-of-employment%e2%80%9d/�Â� �â��¦
251197837688324000	26461976	positive	may God be with and protect everyone else from the storm that's about to hit Constitution Hall
262586844129132000	624776677	objective	Winter Storm Watch remains in effect from Monday evening through Wednesday morning for the Smoky Mountains. 4-8 inches of snow is possible.
251489633496609000	14403725	objective-OR-neutral	#redsox Extra Bases: Varitek named assistant to the GM: The Red Sox on Thursday named Jason Varitek as a special... http://bo.st/VR9v1t�Â� 
258384255263048000	161053612	neutral	He want the country divided as Filthy Rich or Dirt Poor! And EVERYBODY on my TL gone be in the 2nd category!
258970384244806000	404847878	objective	Europe AA prices may firm on Asian supply, but not in Q4 - buyers: LONDON (ICIS)--Buyers in the European acrylat... http://bit.ly/XtEWj3�Â� 
238781296514585000	26904707	positive	"Cool #cdnpoli RT@angelpike: Call the hospital in Iqaluit & press 2 for English. Experience an aboriginal language as 1st choice"""
261251121237090000	65156634	neutral	@WebsterHall im curious, do students of #NYUSCPS qualify for the ticketed code to the Richie Hawtin & Loco Dice lectue on the 3rd of nov?
264146926939812000	356338116	objective-OR-neutral	JOE CORBI'S FUNDRAISING IS DUE TOMORROW! Turn it into one of the DECA advisors!
232945508530913000	102575027	objective-OR-neutral	Hommage to Gary Carter and the Expos Day tomorrow at RCup: dollar hot dogs, and $8 tix at the 300 level. #Youppiwillbehere
229760651269116000	626915136	objective-OR-neutral	#RedSox Saltalamacchia is the 4th catcher to hit 16 HR in back-to-back seasons for BOS. Others: Carlton Fisk, Rich Gedman, Jason Varitek.
255718877021999000	45610204	neutral	Get ready for our Wednesday Drink Specials Wednesday - 3-8pm Have it your Way Margarita Day ( Bar Brand Only)... http://fb.me/1kYbcJSPd�Â� 
255774015384334000	23269591	objective	Zumba Tonight at 5:30 PM at BALANCE Fitness. 370 Davenport Ave, 3rd floor New Haven CT. See you there ladies.... http://fb.me/1YPMIyN49�Â� 
263029207918055000	70099039	objective-OR-neutral	Wanna go to the #Queen Extravangaza at Bell Center Jan 30th? Sing for Queen at 545pm all week to WIN tix!! #Drivetime @925thebeatmtl
251061126765351000	395151341	neutral	I know Flatbush Zombies wont be at the concert on Friday but I still hope the Asap mob performs #BathSalts at least, or rockys part atleast
264159523630105000	548745589	objective	Heat play the Knicks tomorrow
261591104342860000	271756352	positive	Tomorrow I get my hands on my copy of VLR for PS Vita. Hopefully the postive impression I got from the demo carries over to the full copy.
262528359307805000	28316185	neutral	Winter Storm Watch in effect for parts of the mountains- including Asheville- from Monday morning to late Tuesday. #avl #wnc #sandy
264256440460530000	176519618	objective	EVERY FRIDAY join us for Mass at 9AM & 5:30PM  all day ADORATION at St Angela's #Mattapan Catholic Church @BostonCatholic #Boston bilangual
237391903677637000	329999835	positive	Woohoo going to spend all day thursday shopping at the Florida Mall :)) #yay #shoptilwedrop
264034802292904000	597172413	neutral	Info *Distance Of the Sun frm Earth 149,597,900 km & The Moon frm Earth is 384,400 km. Follow @General_Sms FOLLOW @MS_DHONI_101
247259170401812000	47589102	objective-OR-neutral	To anyone who hasn't seen the 1st half of David's first ever recording for Nandito Ako, check the link below! http://ohnopurple.tumblr.com/post/31584992922/first-half-of-davids-first-recording-of-nandito�Â� �â��¦
248184083845358000	32946138	neutral	Persona 4 Golden will arrive in North America for the PlayStation Vita on November 20. Publisher Atlus also noted in today's announc...
263924087661928000	33944823	positive	Ahhhh, the sun is shining, the birds are singing and this Nirvana track I have on is bringing it down. Skipety.
262182941164192000	553142620	neutral	Kevin Rudd rents out Canberra mansion and lives it up at Hyatt - Herald Sun: Kevin Rudd rents out Canberra mansi... http://q.gs/2Sezu�Â� 
264210735784153000	104021025	positive	YOLO? Ofcourse, but with in that life span yu may be an become 5 diff ppl, the life we live in aint the only life we gone have, be smart
251733808754348000	377479362	objective	I'm going to Pierce the Veil at Backstage Live in San Antonio, TX - Oct 18 http://bnds.in/Pheh4L�Â� 
196230031884820000	408063716	positive	NBA playoffs TODAY!!!!!! the Heat Vs Knicks series is going to be crazy! luckily #celticnation don't play till sunday LETS GO CELTICS!!!!
263674556428980000	831841020	positive	Good luck to Girls Tennis as the take on South Torrance today on 1st round CIF! #GoLions2012
212954889872085000	36754346	neutral	Finish watching Ghost Rider: Spirit of Vengeance. Movie was alright. I still prefer the 1st one better.
264123272453566000	233458475	objective-OR-neutral	I might invite myself over Julian's house tomorrow now that I think about it lol
258883785389654000	170948028	positive	Pictures of the day: 18 October 2012: A playful Amazon river dolphin, Usain Bolt's shoes and Mick Jagger. http://bit.ly/WDpGAI�Â� 
263593139154072000	29965231	objective-OR-neutral	My 3rd article for Solo Travel Society. This time it's all about Seoul, South Korea! :) http://solotravelerblog.com/solo-travel-destination-seoul-south-korea/�Â� �â��¦
251285750023348000	34084972	objective-OR-neutral	I wionder if HISD has school tomorrow.. I want to visit my elementary school :3
262040778740728000	62857267	neutral	@SweetSpotNation son...I left them so open. I got em hot and said 'u can hear the rest of that poem on Nov 11th at Santos Party house' lmao
263750969681129000	76288540	negative	Bear with me for the power crisis: Jayalalithaa: Chief Minister Jayalalithaa on Wednesday asked the people of Tamil... http://dlvr.it/2PxY7d�Â� 
262442167388209000	434722835	positive	but rest assures I am watching Degrassi, and loving it may i add. (;
250430338218729000	21351422	objective-OR-neutral	I wish Ron Jaworski was still in the Monday Night Football booth. I enjoy Tirico and Gruden, I just think that Jaws offered a lot too.
195939287286559000	29922651	positive	Knicks vs Heats gone be the best 1st round series in the playoffs
226701622913405000	309461843	neutral	I just set my alarm ringtone with Nandito Ako. Okay. See you tomorrow :)
264000957707350000	158966203	negative	Horrible dream lady night....I'm tiered but today is my Friday and its the start of the RODEO tonight #hearthorses
262822856331780000	428546699	objective	Tuesday my bd n I going up to Malcolm X to register him in school!
264210618951795000	270188434	positive	Going through my 7th grade yearbook just makes me laugh. #memories
198113428232077000	342730279	objective	Gotta get my liver/kidneys ready for Saturday -- Cinco de Mayo! Or, as I call it, National Margarita Day #2.
264253222947021000	40475705	neutral	anybody want to pick me up at LAX on november 20 ? haha
259951944221745000	249290559	negative	@llcoolj These people CANNOT know who Mick Jagger is...you ain't old, old skool maybe but c'mon! Mick Jagger has a lot more years than you!
254322035302490000	73547086	neutral	And once again, the first game James and me play in te latest 2K is: Heat vs Knicks. For the 2nd year in a row. We always go back and fort
257271378288452000	760177728	objective	Brook Lopez scored 9 points in the 2nd quarter and was featured by #Nets. Joe Johnson was absent, but should play in 2nd half. #Nets #NBA
240541125209891000	143040683	objective-OR-neutral	Endymion is responsible for the 6th Q-BASE update. Here's the preview of their Thunderdome anthem. Watch, listen... http://fb.me/1AVL7OBWJ�Â� 
259518267088052000	192794822	negative	okay i'm sorry but TAYLOR SWIFT LOOKS NOTHING LIKE JACKIE O SO STOP COMPARING THE TWO. c'mon America aren't you sick of her yet? (sorry)
262699162812944000	339186777	objective-OR-neutral	Bayern lost 1-2 to Bayer Leverkusen Sunday. They remain at the top of the table and are allowed to slip up one ... http://m.tmi.me/yBmHu�Â� 
264236241669734000	119602296	objective	Just put a bet in for tomorrow night already. Never did this before. Miami Heat -5.5 against the Knicks.
262308115951784000	519119376	objective-OR-neutral	Just got off the 5:00 conference call and a Winter Storm Watch has been issued from 2:00 am, Monday October 29th... http://fb.me/2l1P5XlXb�Â� 
264214577443656000	285829725	positive	Just walking to the victor! Happy 21st birthday Lauren! http://instagr.am/p/Rg0qGOkmkm/�Â� 
254701394345484000	594364524	positive	Imaaa be the 1st Tongan hooper in the NBA #Fact
258894553132720000	170394787	objective	Pictures of the day: 18 October 2012: A playful Amazon river dolphin, Usain Bolt's shoes and Mick Jagger. http://bit.ly/R1yUTo�Â�  #photography
230747271216636000	22813359	neutral	Films at the Pratt: Ghost Rider: Spirit of Vengeance, FREE screening, Sat, Aug 4, 1pm, Southeast Anchor http://ow.ly/cF0Rc�Â� 
199500770700308000	63322197	positive	Good Monday everybody! Wish we could start this morning with a little King cake....
218984931102163000	599000933	positive	I just realized that the boys won their Brit Award on my birthday February 21 then I was like partying that time they recieved it!#BESTGIFTx
262288947823133000	70909521	objective-OR-neutral	Surprisingly, K.K. Downing, formerly of Judas Priest, has his birthday on October 27, just two days after fellow... http://fb.me/2b7xh8xVc�Â� 
238777540804768000	200720096	objective	Video: Unsold Simpsons stamps cost USPS $1.2 million: The U.S. Postal Service had marked the 20th anniversary of... http://nbcnews.to/Q5YQQu�Â� 
253148556125434000	243196788	positive	White Day... One month after the Valentine Day, March 14th... It's a romantic day! XD
263872116913488000	252262828	neutral	so this friday theres an open mic in ajax we're gunna test out some tunes at. anyone can play, if you wanna experiment with a crowd, holla!
